text,hour,minute,second,day,month,year,datetime,text_clean,sentiment
"Nessa reta final, precisamos mais do que nunca da sua ajuda.
Vá para as ruas, distribua panfletos, fale com todos seus amigos, familiares, colegas, uber, médico, taxistas, enfim, mostre que você está com a gente nessa e declare o seu voto no 30! #JoaoCom6%
https://t.co/yfIgrvnFZY",18,5,1,26,9,2018,2018-09-26 18:05:01,n reta precisar suar ajudar parir o ruir distribuir panfleto falir amigo familiar colega uber médico taxista enfim mostrar o gente n e declarar o votar o 30 joaocom6,0.0
Saudades,18,54,22,26,9,2018,2018-09-26 18:54:22,saudade,0.0
"se o brasil fosse um país sério, o cabo daciolo venceria no primeiro turno",18,56,52,26,9,2018,2018-09-26 18:56:52,o brasil país sério o cabo daciolo vencer o turno,1.0
"#DebateSBT, Boa Cabo Daciolo",18,15,56,26,9,2018,2018-09-26 18:15:56,debatesbt cabo daciolo,1.0
O cara tomou apavoro do CABO DACIOLO https://t.co/PXy7HDnp4D,19,23,34,26,9,2018,2018-09-26 19:23:34,o caro tomar apavorar cabo daciolo,1.0
@brunafeia Não tô vendo o debate mas to vendo esse varão aqui @Gabipsilva,18,46,30,26,9,2018,2018-09-26 18:46:30,@brunafeia tô o debater to varão @gabipsilva,0.0
A neeeem eu amo esse Daciolo! Ganha essa porra para HONRA E GLORIA DO SENHOR JESUS! #DebateSBT,18,13,7,26,9,2018,2018-09-26 18:13:07,o neeeem amar daciolo ganhar porra parir honrar e gloriar senhor jesus debatesbt,1.0
"Eu tinha um amigo crente que o cacoete dele era ""repreendido em nome de Jesus"" só que na agonia ele falava ""prijesu… https://t.co/q1QvhZ7Aj5",19,28,28,26,9,2018,2018-09-26 19:28:28,amigar crente o cacoete d repreender jesus só o agoniar falar prijesu …,0.0
Campanha de Haddad finge que governo Dilma não existiu. https://t.co/cHbU8IvxUN,18,48,19,26,9,2018,2018-09-26 18:48:19,campanha haddad fingir governar dilma existir,-1.0
"@fatimamara #BolsonaroPresidente17 
Queira ou não!
Seu próximo presidente.",19,22,33,26,9,2018,2018-09-26 19:22:33,@fatimamara bolsonaropresidente17 querer presidente,1.0
"#DebateSBT | Segundo Ciro, o PT se transformou em ""uma estrutura de poder odienta"" que gerou o Bolsonaro, ""essa aberração""",18,25,10,26,9,2018,2018-09-26 18:25:10,debatesbt segundar ciro o pt transformar umar estruturar odiento gerar o bolsonaro aberração,0.0
chocada que homem bonito o filho de daciolo https://t.co/lSMgHzapC5,18,9,39,26,9,2018,2018-09-26 18:09:39,chocar homem bonito o filhar daciolo,1.0
PUTA MERDA OLHA ESSE DISCURSO DO DACIOLO AGORA EU TÔ ACREDITANDO REALMENTE QUE ELE VAI GANHAR COM 51% DOS VOTOS,19,14,9,26,9,2018,2018-09-26 19:14:09,puta merda olhar discursar daciolo tô acreditar realmente ganhar 51 voto,-1.0
eu to chocada com o daciolo na moral,18,42,43,26,9,2018,2018-09-26 18:42:43,to chocar o daciolo o moral,-1.0
Cabo Daciolo quis vir com a conversinha fiada de ir no SUS e não hospital particular e levou uma invertida do Cirão! Boa! #Ciro12 #DebateSBT #CiroNoSBT,18,18,41,26,9,2018,2018-09-26 18:18:41,cabo daciolo querer o conversinha fiar o sus e hospital particular e levar umar invertido cirão ciro12 debatesbt cironosbt,-1.0
Me identifico muito com o Ciro Gomes pois quando tenho que criticar alguma coisa eu começo com um discurso bonito e cheio de argumento mas sempre acabo perdendo a paciência e mandando tomar no cu.,18,35,39,26,9,2018,2018-09-26 18:35:39,identificar o ciro gomar pois criticar algum comedir discursar bonito e cheio argumentar acabar perder o paciência e mandar tomar o cu,1.0
Marina metralhando verdades sobre Haddad. O cara vai até Alagoas beijar a mão de Renan Calheiros (como já beijou a de Maluf em São Paulo) e querer jogar a conta de Temer pra Marina é de um cinismo absurdo. #DebateSBT,19,25,9,26,9,2018,2018-09-26 19:25:09,marino metralhar sobrar haddad o caro alagoa beijar o mão renan calheiros comer beijar o maluf paulo e querer jogar o contar temer pra marino cinismo absurdo debatesbt,1.0
"o Ciro é o ÚNICO que explica tudo direitinho sobre as propostas dele, falando que vai investir nisso, que vai fazer assim e tal, ELE EXPLICA. Os outros só falam que vão fazer, mas não explicam COMO vão fazer. Ciro, te amo lindão #DebateSBT",19,15,25,26,9,2018,2018-09-26 19:15:25,o ciro o único explicar direito sobrar o proposto d falar investir n e explicar o só falir explicar comer ciro amar lindão debatesbt,1.0
"Acabando o debate, vou ver um dos  meus filmes preferidos https://t.co/AlEIcW0hEP",19,12,18,26,9,2018,2018-09-26 19:12:18,acabar o debater filme preferir,0.0
"Daciolo no Debate do SBT: “Só se passaram 130 anos da escravidão. Quem fala que vai encerrar o FIES, o PROUNI, o Bolsa Família, nunca passou necessidade. Não estão preocupados com aqueles que não tiveram oportunidades. Com certeza sou a favor das cotas.”",18,41,59,26,9,2018,2018-09-26 18:41:59,daciolo o debater sbt “ só passar 130 escravidão falir encerrar o fiar o prouni o bolsar família passar necessidade preocupar oportunidade o cotar,0.0
Quando o Presidente Daciolo assumir em 1° de Janeiro https://t.co/mm6q7a4EtO,18,25,13,26,9,2018,2018-09-26 18:25:13,o presidente daciolo assumir 1 ° janeiro,1.0
Marina não me convence em nada q ela fala #DebateSBT,18,32,8,26,9,2018,2018-09-26 18:32:08,marino convencer nado q falir debatesbt,-1.0
"Paridade em cargos para homens e mulheres , só #Ciro12 Vem com o Ciro #CiroNoSBT  #DebateSBT",18,31,17,26,9,2018,2018-09-26 18:31:17,paridade cargo parir homem e mulher só ciro12 vir o ciro cironosbt debatesbt,1.0
@JoelAlexandreM @SillvioSantos Marina cara de tartaruga! 🤣,19,10,2,26,9,2018,2018-09-26 19:10:02,@joelalexandrem @sillviosantos marino caro tartaruga 🤣,-1.0
"Primeiro bloco termina em clima quente: em ataque a @meirelles, @CaboDaciolo ataca: ""você e outros banqueiros roubaram o país"". Meirelles responde que nunca foi banqueiro, e que Daciolo precisa voltar a estudar. #Eleicoes2018⁠ ⁠ https://t.co/QQyrvUL7oc",18,30,17,26,9,2018,2018-09-26 18:30:17,bloco terminar clima quentar atacar o @meirelles @cabodaciolo atacar e banqueiro roubar o país meirelles responder banqueiro e daciolo preciso voltar o estudar eleicoes2018⁠ ⁠,0.0
"""Fala, Daciolo... Fala pro povo"" - Daciolo, falando com ele mesmo",18,43,42,26,9,2018,2018-09-26 18:43:42,falir daciolo falir pro daciolo falar,0.0
brasil pe ciro #ciro12 #CiroNoSBT,19,3,5,26,9,2018,2018-09-26 19:03:05,brasil pe ciro ciro12 cironosbt,1.0
"Boulos fala sobre enfrentar os privilégios. Esse é o discurso

Ele é contra a reforma da previdência e seu partido se opôs ao aumento da alíquota de contribuição previdenciária dos servidores federais - que possuem renda superior a 90% dos brasileiros. Essa é a prática #DebateSBT",18,31,47,26,9,2018,2018-09-26 18:31:47,boulos falir sobrar enfrentar o privilégio o discursar o reformar previdência e opor o o aumentar alíquota contribuição previdenciária servidor federar possuir render superior o 90 brasileiro o prático debatesbt,1.0
"Falta dignidade nesses candidatos Marina Silva, Alckmin, Álvaro Dias e João Amoêdo. Deviam desistir da candidatura e apoiar o único candidato q pode derrotar o PT e qualquer um no 1° turno, e que o Brasil precisa. Jair Bolsonaro. #DebateNoSBT #Carlos #Bolsonaro #HaddadAmarelou https://t.co/d25gc7POUM",18,42,28,26,9,2018,2018-09-26 18:42:28,falto dignidade n candidato marino silvar alckmin álvaro e joão amoêdo dever desistir candidatura e apoiar o único candidatar q derrotar o pt e o 1 ° turno e o brasil preciso jair bolsonaro debatenosbt carlos bolsonaro haddadamarelou,-1.0
O #DebateSBT chamar o  Cabo Daciolo e não chamar o @joaoamoedonovo ?!!! É transformar um debate me palhaçada! #JoaoNosDebates,18,42,39,26,9,2018,2018-09-26 18:42:39,o debatesbt chamar o cabo daciolo e chamar o @joaoamoedonovo transformar debater palhaçada joaonosdebates,-1.0
"De Fernando Haddad (@haddad_fernando) no #DebateSBT: ""Não apresentaram uma única prova contra ele (Lula)"".
FALSO: Há dezenas de provas no processo que condenou o corrupto Lula por receber propina (triplex) da OAS.",18,56,18,26,9,2018,2018-09-26 18:56:18,fernando haddad @haddad_fernando o debatesbt apresentar umar único provar lula falsar haver dezena provar o processar condenar o corrupto lula receber propinar triplex oas,0.0
"Gente, sério, parece que vai dar Bozo x Haddad no segundo turno, então olha aqui nos olhos da tia e tenta por um segundo (tenta mesmo) deixar o anti-PTismo de lado e ler esses dados que eu vou dar para você sobre o Haddad, seja como ministro, ou como prefeito de São Paulo:",18,57,11,26,9,2018,2018-09-26 18:57:11,gente sério parecer bozo x haddad o segundar turno olhar o olho tio e segundar deixar o anti ptismo e ler parir sobrar o haddad comer ministrar comer prefeito paulo,0.0
coitada da marina usando muleta de ser mulher p ganha voto kk sdds dilma,18,31,25,26,9,2018,2018-09-26 18:31:25,coitar marino muleta mulher p ganhar votar k sdds dilma,-1.0
ETA DACIOLO MARAVILHOSO #DEBATESBT,19,11,6,26,9,2018,2018-09-26 19:11:06,eta daciolo maravilhoso debatesbt,1.0
"Contribua com a nossa campanha e ajude @Haddad_Fernando, o candidato do presidente Lula! #HaddadPresidente #LulaÉHaddad https://t.co/hJX2dMPEAu",17,55,16,26,9,2018,2018-09-26 17:55:16,contribuir o campanha e ajudar @haddad_fernando o candidatar presidente lula haddadpresidente lulaéhaddad,0.0
"Primavera das mulheres em Minas Gerais, o Estado que vai devolver Dilma, nosso ❤️ valente, para Brasília, desta vez como senadora. É Haddad presidente, Pimentel governador e Jô Moraes vice e Dilma no senado.  #HaddadPresidente #ManuNoJaburu #dilmasenadora 📸 @carolcaminha https://t.co/Ah9EgVzCax",19,19,38,26,9,2018,2018-09-26 19:19:38,primaverar mulher minar gerar o devolver dilma ❤ ️ valente parir brasília d comer senador haddad presidente pimentel governador e jô moraes viçar e dilma o senado haddadpresidente manunojaburu dilmasenadora 📸 @carolcaminha,1.0
personagens fictícios que votariam no ciro gomes https://t.co/tkMMm5dfP0,18,25,13,26,9,2018,2018-09-26 18:25:13,personagem fictício votar o ciro gomar,0.0
O Daciolo vai passar o Alckmin. #DebateSBT,19,17,53,26,9,2018,2018-09-26 19:17:53,o daciolo passar o alckmin debatesbt,1.0
"Daciolo ganhou minha admiração, a favor da cotas e sabe que a única maneira de fazer esse país é a educação.… https://t.co/7Ki154DnkZ",18,43,59,26,9,2018,2018-09-26 18:43:59,daciolo ganhar admiração o cotar e o único maneiro país o educação …,1.0
O ÁLVARO DIAS FALANDO QUE TÁ VINDO PRO ITAQUERÃO KAKSKSKKKKK,19,22,21,26,9,2018,2018-09-26 19:22:21,o álvaro falar tá vir pro itaquerão kakskskkkkk,0.0
"Meu voto é do Ciro Gomes.

Mas o que o Cabo Daciolo fez hoje no debate foi magistral.

Claro que ele tem seus devaneios e suas loucuras particulares.

Mas ele foi de longe o melhor no #DebateSBT. Com ótimas respostas e sem lenga lenga.

E ainda mandou beijo pra mãe.

Que homem.",19,27,22,26,9,2018,2018-09-26 19:27:22,votar ciro gomar o o cabo daciolo o debater magistral claro devaneio e suar loucura particular o melhor o debatesbt ótimas respostar e lenga lenga e mandar beijar pra mãe homem,1.0
"#DebateSBT Ciro, Alkmin, nunca fizeram nada... tudo politica velha... 17 é o único que salva o Brasil",19,3,39,26,9,2018,2018-09-26 19:03:39,debatesbt ciro alkmin nado politicar velho 17 o único salvo o brasil,-1.0
@testes_damassa XVIDOES: DACIOLO ARROMBANDO CU DE BANQUEIRO,18,15,11,26,9,2018,2018-09-26 18:15:11,@testes_damassa xvidoes daciolo arrombar cu banqueiro,1.0
Daciolo fazendo propaganda pro Haddad de gratis. Que delicia.,18,14,50,26,9,2018,2018-09-26 18:14:50,daciolo propaganda pro haddad gratis deliciar,1.0
O Cabo Daciolo é igual o Rodrigo Lima HAHAHAHHA,19,3,50,26,9,2018,2018-09-26 19:03:50,o cabo daciolo igual o rodrigar limar hahahahha,0.0
Nosso presidente @joaoamoedonovo tem um recado sobre as eleições em São Paulo. Lembre-se: este ano são dois votos para senador! É a oportunidade de renovarmos 2/3 do Senado! Você vai dar dois votos para a velha política? https://t.co/bFPhVMIOAq,18,30,15,26,9,2018,2018-09-26 18:30:15,presidente @joaoamoedonovo recadar sobrar o eleição paulo lembrar voto parir senador o oportunidade renovar 2/3 senado voto parir o velho político,0.0
"Ciro Gomes processado por chamar brasileiros de toda a região Sul de nazistas.
https://t.co/76w8hNLRXH",18,41,23,26,9,2018,2018-09-26 18:41:23,ciro gomar processar chamar brasileiro o região sul nazista,-1.0
daciolo eh mto engraçado porra kkkkkkkkkkkkkkkkkkkk #DebateSBT,19,10,28,26,9,2018,2018-09-26 19:10:28,daciolo eh mto engraçar porra kkkkkkkkkkkkkkkkkkkk debatesbt,1.0
"Marina: Temer é filho do PT

Haddad: Temer é filho da oposição

Ratinho entra no palco com um teste de DNA. #DebateSBT",18,13,48,26,9,2018,2018-09-26 18:13:48,marino temer filhar pt haddad temer filhar oposição rato entrar o palco testar dna debatesbt,-1.0
"Olhem essa proposta de governo polêmica do candidato Ciro Gomes.
 
É esse o presidente que vocês querem?????

Repassem https://t.co/MLwiwvV1RV",18,44,48,26,9,2018,2018-09-26 18:44:48,olhar proposto governar polêmica candidatar ciro gomar o presidente querer repassar,-1.0
"Após eleição, Álvaro Dias e Meirelles serão doados para reconstrução do museu nacional.
#DebateSBT https://t.co/r2TOLWR5Ar",19,3,41,26,9,2018,2018-09-26 19:03:41,eleição álvaro e meirelles doar parir reconstrução museu nacional debatesbt,-1.0
Cirão só falou que são talentosos os candidatos pq o Coiso não tá no debate!,19,7,6,26,9,2018,2018-09-26 19:07:06,cirão só falar talentoso o candidato pq o coiso tá o debater,-1.0
Temer no governo do Meireles?!,18,34,48,26,9,2018,2018-09-26 18:34:48,temer o governar meireles,0.0
"""BOLSONARO, ESSA ABERRAÇÃO""

- GRIMES, CIRO",18,24,23,26,9,2018,2018-09-26 18:24:23,bolsonaro aberração grimes ciro,-1.0
O DACIOLO TA NO DEBATE MEU DEUS,18,27,37,26,9,2018,2018-09-26 18:27:37,o daciolo ta o debater deus,1.0
BOULOS FALANDO QUE TAVA COM SAUDADES DO CABO DACIOLO SHIPPEI DEMAIS PORRAAAAAAAAA,19,14,1,26,9,2018,2018-09-26 19:14:01,boulos falar tava saudade cabo daciolo shippei porraaaaaaaaa,1.0
"Uau, começou pesado SBT/UOL com BoulisxAlckmin. Agora Ciro faz perguntinha leve pra Haddad, mas va partir pra cima https://t.co/M2JznSrMQL",17,54,47,26,9,2018,2018-09-26 17:54:47,uau começar pesar sbt uol boulisxalckmin ciro pergunta levar pra haddad va pra,-1.0
O jejum no monte fez bem pro Daciolo. Que coisa bizarramente assustadora. #DebateSBT,19,12,3,26,9,2018,2018-09-26 19:12:03,o jejum o montar pro daciolo bizarramente assustador debatesbt,1.0
"""mãe, eu te amo. varoa, eu te amo"" SOCORRO DACIOLO HAHAHAHAHA",19,10,59,26,9,2018,2018-09-26 19:10:59,mãe amar varoa amar socorrer daciolo hahahahaha,1.0
"@MBLivre Em caso de ausência do Presidente, sim. Mas a Dilma estava presente, e quem quis tirar ela foram vocês. Aceitem.",18,14,20,26,9,2018,2018-09-26 18:14:20,@mblivre casar ausência presidente o dilma presentar e querer tirar aceitar,-1.0
"Todos esses candidatos do debate de hoje só prezam separação, eles não pensam em projetos para o país - eles sempre… https://t.co/DooiwX0OOt",18,54,25,26,9,2018,2018-09-26 18:54:25,candidato debater só prezar separação pensar projetos parir o país …,-1.0
"Deus diz: ""Quem não vota no Cabo Daciolo é gay""

Cabo Daciolo atinge 101% de intenção de voto https://t.co/hTrCkbnNim",19,26,29,26,9,2018,2018-09-26 19:26:29,deus votar o cabo daciolo gay cabo daciolo atingir 101 intenção votar,-1.0
BOULOS EU TE AMO,19,9,55,26,9,2018,2018-09-26 19:09:55,boulos amar,1.0
o cabo daciolo voltou mais doido do que nunca depois de jejuar no monte. preciso ir para esse monte urgente,19,13,35,26,9,2018,2018-09-26 19:13:35,o cabo daciolo voltar doido jejuar o montar precisar parir montar urgente,-1.0
"Não que eu tenha levado à sério 😂... mas pela 1°x apoio o que o Cabo Daciolo fala. Sobre ter empatia pelo próximo,… https://t.co/c11CSJk8f0",18,39,20,26,9,2018,2018-09-26 18:39:20,levar sério 😂 pelar 1 ° x apoiar o o cabo daciolo falir sobrar empatia pelar …,1.0
"NEM O DACIOLO APOIA BOZONARO
#DebateSBT #UOLnasUrnas  #cirogomes2018 #Ciro12 #Cirogomes",18,36,47,26,9,2018,2018-09-26 18:36:47,o daciolo apoiar bozonaro debatesbt uolnasurnas cirogomes2018 ciro12 cirogomes,-1.0
"Ha controvérsia, caro Alckmin. O senhor é apoiado pelo centrão, criado por Eduardo Cunha, que de dentro da cadeia, emite ordem para o centrão cair fora de sua campanha estacionada nos 9% https://t.co/XbZ19FvYE7",18,42,8,26,9,2018,2018-09-26 18:42:08,ha controvérsia caro alckmin o senhor apoiar pelar centrão criar eduardo cunhar cadeia emitir ordem parir o centrão cair suar campanha estacionar o 9,-1.0
"Caro futuro presidente do país, se nosso país se tornar desenvolvido e tiver qualidade na saúde, educação, segurança, economia e cultura, o sr(a) pretende liberar o Wi-Fi gratuitamente para que grande parte da população possa usufruir? 
Att, eu.",19,7,21,26,9,2018,2018-09-26 19:07:21,caro futurar presidente país país tornar desenvolver e qualidade o saudar educação segurança economia e cultura o sr(a pretender liberar o wi gratuitamente parir população usufruir att,0.0
Cabo Daciolo é loucão #DebateSBT,18,36,47,26,9,2018,2018-09-26 18:36:47,cabo daciolo loucão debatesbt,-1.0
"@LulaOficial - “Fizemos, em 12 anos de PT, 4 vezes mais escolas técnicas do que toda a elite brasileira fez em 100… https://t.co/NFTdnupSWc",18,47,43,26,9,2018,2018-09-26 18:47:43,@lulaoficial “ 12 pt 4 vezar escola técnico o elite brasileiro 100 …,0.0
Daciolo fazendo defesa de programas sociais e distribuição de renda é um discurso importante para a esquerda. Puxa cristãos humanizados para o campo mais progressista no tocante às questões socioeconômicos.#DebateSBT,18,41,21,26,9,2018,2018-09-26 18:41:21,daciolo defeso programar social e distribuição render discursar importante parir o esquerdo puxar cristão humanizar parir o campar progressista o tocante s socioeconômicos.#debatesbt,1.0
Ain queria tá vendo isso cara,18,17,34,26,9,2018,2018-09-26 18:17:34,ain querer tá caro,0.0
"Sou mulher e quero respeito,por isso meu voto é  de CIRO GOMES #Ciro12 #CiroPresidente12 #DebateSBT #CIROGOMES https://t.co/goYOBo8WsK",19,16,47,26,9,2018,2018-09-26 19:16:47,mulher e querer respeitar votar ciro gomar ciro12 ciropresidente12 debatesbt cirogomes,1.0
@jairbolsonaro Abraços nosso presidente do povo do RN.,18,38,50,26,9,2018,2018-09-26 18:38:50,@jairbolsonaro abraço presidente rn,1.0
@aosfatos Marina Silva diz que não apoiaria Haddad nem Bolsonaro no 2º turno - https://t.co/m3urU1XaIb #UOLnasUrnas #DebateSBT,19,27,41,26,9,2018,2018-09-26 19:27:41,@aosfatos marino silvar apoiar haddad bolsonaro o 2º turno uolnasurnas debatesbt,0.0
Boulos falou LINDO #DebateSBT,18,30,1,26,9,2018,2018-09-26 18:30:01,boulos falar lindar debatesbt,1.0
Eu vou votar no cabo Daciolo gente,19,13,15,26,9,2018,2018-09-26 19:13:15,votar o cabo daciolo gente,1.0
"""Vamos inaugurar a estação Morumbi perto do estádio... do estádio... o estádio do time lá... o São Paulo Futebol Clube"", Alckmin esquecendo o nome do time que, por coincidência, tem o nome do estado que ele governou por DOZE ANOS. #DebateSBT",18,49,28,26,9,2018,2018-09-26 18:49:28,inaugurar o estação morumbi estádio estádio o estádio time o paulo futebol clube alckmin esquecer o time coincidência o governar debatesbt,-1.0
"Daciolo é uma mistura de Bíblia, Karl Marx e remédios tarja preta.",18,42,27,26,9,2018,2018-09-26 18:42:27,daciolo umar misturar bíblia karl marx e remédio tarjar preto,0.0
MELHORES MOMENTOS DA LIVE DO DACIOLO https://t.co/m45WaSbAKE,18,15,18,26,9,2018,2018-09-26 18:15:18,melhorar live daciolo,1.0
"12. O Haddad é um cara à frente do seu tempo - muito mais do que São Paulo merecia, e talvez muito mais do que o Brasil merece. Ele não deveria estar no PT, deveria estar no partido Haddad, sozinho, porque ele merece MUITO ser exaltado como um político INCRÍVEL.",18,49,45,26,9,2018,2018-09-26 18:49:45,12 o haddad caro frente paulo merecer e o brasil merecer dever o pt dever o haddad só merecer exaltar comer político incrível,1.0
O Álvaro Dias parece um locutor bêbado de leilão de festa junina,19,4,58,26,9,2018,2018-09-26 19:04:58,o álvaro parecer locutor bêbado leilão festa junina,-1.0
Daciolo já TRANSCENDEU a dicotomia direita/esquerda.,19,3,28,26,9,2018,2018-09-26 19:03:28,daciolo transcender o dicotomia direito esquerdo,1.0
MELHORES MOMENTOS DA LIVE DO DACIOLO https://t.co/m45WaSbAKE,18,26,52,26,9,2018,2018-09-26 18:26:52,melhorar live daciolo,1.0
"Quando o Daciolo entende mais de escravidão, Bolsa Família e programas sociais que o líder das pesquisas é porque tá muito errado #DebateSBT https://t.co/dqMnI7AWev",18,41,59,26,9,2018,2018-09-26 18:41:59,o daciolo entender escravidão bolsar família e programar social o líder pesquisar tá errar debatesbt,1.0
Aceitem a realidade. Daciolo é o melhor candidato.,19,14,2,26,9,2018,2018-09-26 19:14:02,aceitar o realidade daciolo o melhor candidatar,1.0
silêncio cabo daciolo vai falar,18,37,45,26,9,2018,2018-09-26 18:37:45,silêncio cabo daciolo falar,1.0
MEU DEUS O DACIOLO,18,15,19,26,9,2018,2018-09-26 18:15:19,deus o daciolo,1.0
"A força popular deJair Bolsonaro pode ser medida pelo desinteresse do povo no debate do SBT. Sem Bolsonaro, um episódio do Chaves repercute mais.",19,9,51,26,9,2018,2018-09-26 19:09:51,o forçar popular dejair bolsonaro medir pelar desinteressar o debater sbt bolsonaro episódio chave repercutir,-1.0
"Pesquisa Ibope para presidente: Bolsonaro, 27%; Haddad, 21%; Ciro, 12%; Alckmin, 8%; Marina, 6% https://t.co/Yp40Nhi3UR",19,16,32,26,9,2018,2018-09-26 19:16:32,pesquisar ibope parir presidente bolsonaro 27 haddad 21 ciro 12 alckmin 8 marino 6,0.0
"Um candidato como Haddad, mundialmente aclamado pela sua administração em SP, ter perdido em primeiro turno pra alguém como Dória que oferece ração pra pobre e acorda morador de rua com jato de água fria, não desqualifica Haddad e sim o eleitor paulista.",19,0,24,26,9,2018,2018-09-26 19:00:24,candidatar comer haddad mundialmente aclamar pelar suar administração sp perder turno pra alguém comer dório oferecer ração pra pobre e acordar morador ruir jato água frio desqualificar haddad e o eleitor paulista,1.0
"#DebateSBT  Marina estava com raiva🤔 , gente vamos nos unir pela democracia #juntospelademocracia",18,13,4,26,9,2018,2018-09-26 18:13:04,debatesbt marino raivar 🤔 gente o unir pelar democracia juntospelademocracia,-1.0
"Fernando Haddad está muito bem, aponta as contradições dos adversários com respeito e altivez. Mostra-se preparado para governar e dialogar com as demais forças políticas. #DebateSBT #HaddadPresidente",18,44,55,26,9,2018,2018-09-26 18:44:55,fernando haddad o contradição adversário respeitar e altivez mostrar preparar parir governar e dialogar o forçar político debatesbt haddadpresidente,1.0
"Curioso que Alckmin não falou da merenda
Você apresenta um paraíso aí que não existe e sabemos que você não é nenhu… https://t.co/JU9N51LWjy",18,38,13,26,9,2018,2018-09-26 18:38:13,curioso alckmin falar merendar apresentar paraíso existir e nenhu …,-1.0
Daciolo metendo o cabo no Ciro Gomes AO VIVO: https://t.co/iBvwUn0gNv,18,45,19,26,9,2018,2018-09-26 18:45:19,daciolo meter o cabo o ciro gomar o o viver,1.0
"Daciolo disse tudo que deve que ser dito: é preciso revogar a PEC do Teto, fazer a Auditoria da Dívida Pública, e, sim, o Brasil possui uma dívida histórica com negros e indígenas. Repito: se não fosse o fundamentalismo religioso, seria o melhor quadro do PSOL. Deus é um gozador.",18,59,7,26,9,2018,2018-09-26 18:59:07,daciolo dever precisar revogar o pec teto o auditoria dívida público e o brasil possuir umar dívida histórico negro e indígena repetir o fundamentalismo religioso seriar o melhor quadrar psol deus gozador,1.0
"PUXOU A BÍBLIA 

CABO DACIOLO VOCÊ É MARAVILHOUSOR",19,13,48,26,9,2018,2018-09-26 19:13:48,puxar o bíblia cabo daciolo maravilhousor,1.0
Oi meninas vim mostrar uma foto do filho do Cabo Daciolo e é isso ...... Ohhhh https://t.co/SbmdhL591Z,18,26,38,26,9,2018,2018-09-26 18:26:38,oi menino vir mostrar umar foto filhar cabo daciolo e ...... ohhhh,0.0
"Pesquisas Ibope nos estados: veja evolução da intenção de voto para presidente
https://t.co/I04mQBPIVU #G1 https://t.co/VYxHtsnlIw",19,0,1,26,9,2018,2018-09-26 19:00:01,pesquisar ibope o evolução intenção votar parir presidente g1,0.0
A Marina Silva entrando em ação  contra o Haddad foi a melhor parte do debate até agora.,18,17,1,26,9,2018,2018-09-26 18:17:01,o marino silvar entrar ação o haddad o melhor debater,1.0
"86% dos presidentes Americanos foram ex militares, isso é sinal de patriotismo, aqui no Brasil acham que pra ser presidente, tem que ter doutorado em economia ou ser bem sucedido. Aqui a esquerda demonizou os militares, e escondeu seus crimes.",17,59,29,26,9,2018,2018-09-26 17:59:29,86 presidente americano ex militar sinal patriotismo o brasil achar pra presidente doutorar economia suceder o esquerdo demonizou o militar e esconder crime,-1.0
"De Cabo Daciolo (@CaboDaciolo) no #DebateSBT: ""Eu vou revogar a (reforma da) previdência"".
FALSO: Não há como revogar o que não foi feito. A reforma da previdência não foi aprovada até o momento.",19,9,55,26,9,2018,2018-09-26 19:09:55,cabo daciolo @cabodaciolo o debatesbt revogar o reformar previdência falsar haver comer revogar o o reformar previdência aprovar o,-1.0
"Ciro, eu te admiro demais! ❤ #CiroNoSBT #DebateSBT",18,26,14,26,9,2018,2018-09-26 18:26:14,ciro admirar ❤ cironosbt debatesbt,1.0
#Ciro12 #CiroNoSBT #DebateSBT #UOLnasUrnas  é aí galera PTista? Vocês só votam no Haddad por ele ser do PT e BFF do… https://t.co/esDmNKbAne,18,29,45,26,9,2018,2018-09-26 18:29:45,ciro12 cironosbt debatesbt uolnasurnas galera ptista só votar o haddad pt e bff …,-1.0
caralho como eu vou explicar pros meus filhos que votei no cabo daciolo?,18,37,0,26,9,2018,2018-09-26 18:37:00,caralho comer explicar pros filho votar o cabo daciolo,-1.0
"o daciolo usa ''gloria deus'' em qualquer contexto 

no debate de hoje ele usou ''a fraude nas urnas eletronicas gloria deus''",19,19,11,26,9,2018,2018-09-26 19:19:11,o daciolo gloriar deus '' contexto o debater o fraudar o urna eletronicas gloriar deus '',-1.0
"o daciolo usa ''gloria deus'' em qualquer contexto 

no debate de hoje ele usou ''a fraude nas urnas eletronicas gloria deus''",19,21,56,26,9,2018,2018-09-26 19:21:56,o daciolo gloriar deus '' contexto o debater o fraudar o urna eletronicas gloriar deus '',-1.0
"Cabo Daciolo, no #DebateSBT, afirmou que o Brasil tem 400 milhões de brasileiros nas extrema pobreza e 50 milhões, na pobreza.",18,15,0,26,9,2018,2018-09-26 18:15:00,cabo daciolo o debatesbt afirmar o brasil 400 milhão brasileiro o extremo pobreza e 50 milhão o pobreza,-1.0
Até o Boulos sentiu falta do Daciolo,19,12,46,26,9,2018,2018-09-26 19:12:46,o boulos sentir falto daciolo,1.0
"PSDB de Aécio, PP de Maluf, MDB de Temer. Esse é um pequeno trecho do longo histórico de filiação partidária do Álvaro Dias. Alguém falou em corrupção? #DebateSBT #BoulosNoSBT",18,41,32,26,9,2018,2018-09-26 18:41:32,psdb aécio p maluf mdb temer pequeno trecho longo histórico filiação partidário álvaro alguém falar corrupção debatesbt boulosnosbt,-1.0
